node_name,rate,origin_traffic,traffic,log_time
美国2b-vip,1,33677,32.89KB,2024-03-21 00:30:19
美国2b-vip,1,255114,249.13KB,2024-03-21 00:33:20
美国2b-vip,1,131758,128.67KB,2024-03-21 01:30:47
美国2b-vip,1,218123,213.01KB,2024-03-21 01:33:48
美国2b-vip,1,27352,26.71KB,2024-03-21 02:31:13
美国2b-vip,1,19392,18.94KB,2024-03-21 02:34:15
美国2b-vip,1,56016756,53.42MB,2024-03-21 02:43:19
美国2b-vip,1,1512942,1.44MB,2024-03-21 02:46:20
美国2b-vip,1,208503,203.62KB,2024-03-21 02:49:22
美国2b-vip,1,73911,72.18KB,2024-03-21 03:04:28
美国2b-vip,1,746040,728.55KB,2024-03-21 03:19:34
美国2b-vip,1,308248,301.02KB,2024-03-21 03:22:36
美国2b-vip,1,506718,494.84KB,2024-03-21 03:25:37
美国2b-vip,1,439169,428.88KB,2024-03-21 03:28:38
美国2b-vip,1,376227,367.41KB,2024-03-21 03:31:40
美国2b-vip,1,513923,501.88KB,2024-03-21 03:34:41
美国2b-vip,1,485321,473.95KB,2024-03-21 03:37:42
美国2b-vip,1,431280,421.17KB,2024-03-21 03:40:43
美国2b-vip,1,471673,460.62KB,2024-03-21 03:43:45
美国2b-vip,1,403354,393.9KB,2024-03-21 03:46:46
美国2b-vip,1,452840,442.23KB,2024-03-21 03:49:47
美国2b-vip,1,407275,397.73KB,2024-03-21 03:52:48
美国2b-vip,1,417413,407.63KB,2024-03-21 03:55:49
美国2b-vip,1,512483,500.47KB,2024-03-21 03:58:50
美国2b-vip,1,381065,372.13KB,2024-03-21 04:01:51
美国2b-vip,1,425619,415.64KB,2024-03-21 04:04:52
美国2b-vip,1,420666,410.81KB,2024-03-21 04:07:54
美国2b-vip,1,401702,392.29KB,2024-03-21 04:10:55
美国2b-vip,1,434063,423.89KB,2024-03-21 04:14:05
美国2b-vip,1,438390,428.12KB,2024-03-21 04:17:07
美国2b-vip,1,511661,499.67KB,2024-03-21 04:20:08
美国2b-vip,1,429013,418.96KB,2024-03-21 04:23:09
美国2b-vip,1,103273,100.85KB,2024-03-21 04:26:10
美国2b-vip,1,248483,242.66KB,2024-03-21 04:32:12
美国2b-vip,1,4387209,4.18MB,2024-03-21 04:38:15
美国2b-vip,1,465455,454.55KB,2024-03-21 04:41:18
美国2b-vip,1,573872,560.42KB,2024-03-21 04:44:19
美国2b-vip,1,429477,419.41KB,2024-03-21 04:47:20
美国2b-vip,1,440903,430.57KB,2024-03-21 04:50:21
美国2b-vip,1,416452,406.69KB,2024-03-21 04:53:22
美国2b-vip,1,398810,389.46KB,2024-03-21 04:56:23
美国2b-vip,1,428497,418.45KB,2024-03-21 04:59:25
美国2b-vip,1,465145,454.24KB,2024-03-21 05:02:26
美国2b-vip,1,437635,427.38KB,2024-03-21 05:05:27
美国2b-vip,1,415458,405.72KB,2024-03-21 05:08:28
美国2b-vip,1,417997,408.2KB,2024-03-21 05:11:29
美国2b-vip,1,415990,406.24KB,2024-03-21 05:14:30
美国2b-vip,1,433197,423.04KB,2024-03-21 05:17:31
美国2b-vip,1,417991,408.19KB,2024-03-21 05:20:32
美国2b-vip,1,496852,485.21KB,2024-03-21 05:23:33
美国2b-vip,1,323700,316.11KB,2024-03-21 05:26:34
美国2b-vip,1,274470,268.04KB,2024-03-21 05:41:39
美国2b-vip,1,645574,630.44KB,2024-03-21 05:44:40
美国2b-vip,1,468756,457.77KB,2024-03-21 05:47:42
美国2b-vip,1,426696,416.7KB,2024-03-21 05:50:43
美国2b-vip,1,125886,122.94KB,2024-03-21 05:53:44
美国2b-vip,1,1003402,979.88KB,2024-03-21 06:08:49
美国2b-vip,1,267425,261.16KB,2024-03-21 06:23:54
美国2b-vip,1,328253,320.56KB,2024-03-21 06:26:55
美国2b-vip,1,75961,74.18KB,2024-03-21 06:29:56
美国2b-vip,1,12396843,11.82MB,2024-03-21 06:45:02
美国2b-vip,1,250214,244.35KB,2024-03-21 07:00:07
美国2b-vip,1,515165,503.09KB,2024-03-21 07:03:09
美国2b-vip,1,1922280,1.83MB,2024-03-21 07:06:10
美国2b-vip,1,333866,326.04KB,2024-03-21 07:09:12
美国2b-vip,1,306457,299.27KB,2024-03-21 07:24:18
美国2b-vip,1,372266,363.54KB,2024-03-21 07:27:20
美国2b-vip,1,440825,430.49KB,2024-03-21 07:30:21
美国2b-vip,1,98320,96.02KB,2024-03-21 07:33:23
美国2b-vip,1,310905,303.62KB,2024-03-21 07:45:27
美国2b-vip,1,398497,389.16KB,2024-03-21 07:48:29
美国2b-vip,1,593963,580.04KB,2024-03-21 07:51:30
美国2b-vip,1,381642,372.7KB,2024-03-21 07:54:31
美国2b-vip,1,98411,96.1KB,2024-03-21 07:57:32
美国2b-vip,1,251007,245.12KB,2024-03-21 08:12:39
美国2b-vip,1,318012,310.56KB,2024-03-21 08:15:41
美国2b-vip,1,437604,427.35KB,2024-03-21 08:18:42
美国2b-vip,1,81992,80.07KB,2024-03-21 08:21:44
香港t1a-vip,1,33097624,31.56MB,2024-03-21 08:32:02
香港t1a-vip,1,25386227,24.21MB,2024-03-21 08:35:02
美国2b-vip,1,336299,328.42KB,2024-03-21 08:36:51
香港t1a-vip,1,28275451,26.97MB,2024-03-21 08:38:08
美国2b-vip,1,120764769,115.17MB,2024-03-21 08:39:52
香港t1a-vip,1,38042632,36.28MB,2024-03-21 08:41:09
美国2b-vip,1,959775,937.28KB,2024-03-21 08:42:54
香港t1a-vip,1,3398981,3.24MB,2024-03-21 08:44:10
美国2b-vip,1,326623,318.97KB,2024-03-21 08:45:55
美国2b-vip,1,254568,248.6KB,2024-03-21 09:01:03
美国2b-vip,1,89550,87.45KB,2024-03-21 09:04:04
美国2b-vip,1,264028,257.84KB,2024-03-21 09:07:05
美国2b-vip,1,467255,456.3KB,2024-03-21 09:10:07
美国2b-vip,1,131192,128.12KB,2024-03-21 09:13:09
新加坡2a-vip,1,132913,129.8KB,2024-03-21 09:17:25
新加坡2a-vip,1,4362404,4.16MB,2024-03-21 09:18:25
新加坡2a-vip,1,16689,16.3KB,2024-03-21 09:19:26
新加坡2a-vip,1,100447,98.09KB,2024-03-21 09:20:26
新加坡2a-vip,1,14311,13.98KB,2024-03-21 09:21:26
新加坡2a-vip,1,59560,58.16KB,2024-03-21 09:22:26
新加坡2a-vip,1,24780,24.2KB,2024-03-21 09:23:27
新加坡2a-vip,1,22461,21.93KB,2024-03-21 09:24:27
新加坡2a-vip,1,19921,19.45KB,2024-03-21 09:25:27
新加坡2a-vip,1,22569,22.04KB,2024-03-21 09:26:28
新加坡2a-vip,1,19346,18.89KB,2024-03-21 09:27:28
新加坡2a-vip,1,27950,27.29KB,2024-03-21 09:28:29
新加坡2a-vip,1,19915,19.45KB,2024-03-21 09:29:29
新加坡2a-vip,1,38138,37.24KB,2024-03-21 09:30:30
新加坡2a-vip,1,76054,74.27KB,2024-03-21 09:31:30
新加坡2a-vip,1,379916,371.01KB,2024-03-21 09:32:30
新加坡2a-vip,1,30041,29.34KB,2024-03-21 09:33:31
新加坡2a-vip,1,19889,19.42KB,2024-03-21 09:34:31
新加坡2a-vip,1,19779,19.32KB,2024-03-21 09:35:31
新加坡2a-vip,1,22395,21.87KB,2024-03-21 09:36:32
新加坡2a-vip,1,13469,13.15KB,2024-03-21 09:37:32
新加坡2a-vip,1,19738,19.28KB,2024-03-21 09:38:32
新加坡2a-vip,1,40297,39.35KB,2024-03-21 09:39:33
新加坡2a-vip,1,35025,34.2KB,2024-03-21 09:40:33
新加坡2a-vip,1,19777,19.31KB,2024-03-21 09:41:33
新加坡2a-vip,1,22425,21.9KB,2024-03-21 09:42:34
新加坡2a-vip,1,63313,61.83KB,2024-03-21 09:43:34
新加坡2a-vip,1,1541023,1.47MB,2024-03-21 09:44:34
新加坡2a-vip,1,47135269,44.95MB,2024-03-21 09:45:35
新加坡2a-vip,1,823477,804.18KB,2024-03-21 09:46:35
新加坡2a-vip,1,81725,79.81KB,2024-03-21 09:47:35
新加坡2a-vip,1,26665,26.04KB,2024-03-21 09:48:36
新加坡2a-vip,1,19747,19.28KB,2024-03-21 09:49:36
新加坡2a-vip,1,22542,22.01KB,2024-03-21 09:50:36
新加坡2a-vip,1,19777,19.31KB,2024-03-21 09:51:37
新加坡2a-vip,1,22490,21.96KB,2024-03-21 09:52:37
新加坡2a-vip,1,19758,19.29KB,2024-03-21 09:53:37
新加坡2a-vip,1,30828,30.11KB,2024-03-21 09:54:38
新加坡2a-vip,1,19711,19.25KB,2024-03-21 09:55:38
新加坡2a-vip,1,24428,23.86KB,2024-03-21 09:56:38
新加坡2a-vip,1,19759,19.3KB,2024-03-21 09:57:39
